"2342","1592","2333","2307","1414","1551","1414","11","0","2","0","0","0","0"
" RowID","","","Product Name","System SKU","Barcode","Product SKU","บาร์โค้ดจริง","","หน่วย","","","",""
"SKU-1110-2393","1110","2393","ตะวันข้าวเกรียบ รสลาบแซ่บ 67/75ก (ตะวันข้าวเกรียบ รสลาบแซ่บ 67ก)","U00001558","8850718823109","U00001558","","","","","","",""
"SKU-1111-2508","1111","2508","ตะวันข้าวเกรียบ รสหมึกสามรส 67/75ก (ตะวันข้าวเกรียบ รสหมึกสามรส 67/75 ก แพค3)","U00001559","8850718717101","U00001559","","","","","","",""
"SKU-1111-2394","1111","2394","ตะวันข้าวเกรียบ รสหมึกสามรส 67/75ก (ตะวันข้าวเกรียบ รสหมึกสามรส 67ก)","U00001559","8850718823093","U00001559","","","","","","",""
"SKU-1112-2507","1112","2507","ตะวันข้าวเกรียบ รสกุ้งกรอบ 67/75ก (ตะวันข้าวเกรียบ รสกุ้งกรอบ 67/75ก แพค3)","U00001560","8850718717095","U00001560","","","","","","",""
"SKU-1112-2395","1112","2395","ตะวันข้าวเกรียบ รสกุ้งกรอบ 67/75ก (ตะวันข้าวเกรียบ รสกุ้งกรอบ 67ก)","U00001560","8850718823086","U00001560","","","","","","",""
"SKU-1113-2396","1113","2396","ตะวันข้าวเกรียบ รสไก่วิงซ์ซี๊ด 67ก (ตะวันข้าวเกรียบ รสไก่วิงซ์ซี๊ด 67ก)","U00001561","-","U00001561","","","","","","",""
"SKU-1114-2397","1114","2397","ลอรีเอะ ซูเปอร์อัลตราสลิมปีก 22.5ซม 4ชิ้น แพค6 (ลอรีเอะ ซูเปอร์อัลตราสลิมปีก 22.5ซม 4ชิ้น แพค6)","U00001543","8851818405028","U00001543","","","","","","",""
"SKU-1115-2398","1115","2398","ลอรีเอะ ซูเปอร์อัลตราสลิมปีก 30ซม 4ชิ้น แพค6 (ลอรีเอะ ซูเปอร์อัลตราสลิมปีก 30ซม 4ชิ้น แพค6)","U00001544","8851818405059","U00001544","","","","","","",""
"SKU-1116-2399","1116","2399","ลอรีเอะ ซูเปอร์อัลตราสลิม ซากุระปีก22.5ซม 4ชิ้น แพค6 (ลอรีเอะ ซูเปอร์อัลตราสลิม ซากุระปีก22.5ซม 4ชิ้น แพค6)","U00001545","8851818597211","U00001545","","","","","","",""
"SKU-1117-2400","1117","2400","ลอรีเอะ ซอฟ&เซฟ สลิม5ชิ้น แพค12 (ลอรีเอะ ซอฟ&เซฟ สลิม5ชิ้น แพค12)","U00001546","8851818319172","U00001546","","","","","","",""
"SKU-1118-2401","1118","2401","ลอรีเอะ ซอฟ&เซฟ แมกซี่ 5ชิ้น (ลอรีเอะ ซอฟ&เซฟ แมกซี่ 5ชิน แพค12)","U00001547","8851818319189","U00001547","","","","","","",""
"SKU-1119-2402","1119","2402","ลอรีเอะ ซอฟ&เซฟ แมกซี่ปีก 4ชิ้น แพคx12 (ลอรีเอะ ซอฟ&เซฟ แมกซี่ปีก 4ชิ้น แพคx12)","U00001548","8851818819139","U00001548","","","","","","",""
"SKU-1120-2403","1120","2403","ลอรีเอะ ซอฟ&เซฟ สลิมปีก 25ซม 4ชิ้น แพค12 (ลอรีเอะ ซอฟ&เซฟ สลิมปีก 25ซม 4ชิ้น แพค12)","U00001549","8851818459335","U00001549","","","","","","",""
"SKU-1121-2404","1121","2404","ลอรีเอะ ไนท์เอ็กตร้ามีปีก 35ซม 4ชิ้น แพคx6 (ลอรีเอะ ไนท์เอ็กตร้ามีปีก 35ซม 4ชิ้น แพคx6)","U00001553","8851818405493","U00001553","","","","","","",""
"SKU-1122-2405","1122","2405","ลอรีเอะ ซอฟ&เซฟ ไนท์คูล 30ซม 5ชิ้น แพค6 (ลอรีเอะ ซอฟ&เซฟ ไนท์คูล 30ซม 5ชิ้น แพค6)","U00001551","8851818100848","U00001551","","","","","","",""
"SKU-1123-2406","1123","2406","ลอรีเอะ ซอฟ&เซฟ สลิมคูล 22ซม 4ชิ้น แพค6 (ลอรีเอะ ซอฟ&เซฟ สลิมคูล 22ซม 4ชิ้น แพค6)","U00001552","8851818100763","U00001552","","","","","","",""
"SKU-1124-2407","1124","2407","บรีสเพาเวอร์ ผงซักฟอก 240ก ชมพู (บรีสเพาเวอร์ ผงซักฟอก 240ก ชมพู แพค4)","U00001564","-","U00001564","","","","","","",""
"SKU-1125-2408","1125","2408","ไวตามิลค์ทูโก ดับเบิ้ลแบล็ค 300มล แพค6 (ไวตามิลค์ทูโก ดับเบิ้ลแบล็ค 300มล แพค6)","U00001581","-","U00001581","","","","","","",""
"SKU-1126-2409","1126","2409","ดัชมิลล์คิดส์ 90มล ส้ม หีบx12แพค4 (ดัชมิลล์คิดส์ 90มล ส้ม หีบx12แพค4)","U00001576","-","U00001576","","","","","","",""
"SKU-1127-2410","1127","2410","ดัชมิลล์คิดส์ 90มล ผลไม้รวม หีบx12แพค4 (ดัชมิลล์คิดส์ 90มล ผลไม้รวม หีบx12แพค4)","U00001577","-","U00001577","","","","","","",""
"SKU-1128-2411","1128","2411","ดัชมิลล์คิดส์ 90มล สตรอเบอรี่ หีบx12แพค4 (ดัชมิลล์คิดส์ 90มล สตรอเบอรี่ หีบx12แพค4)","U00001578","-","U00001578","","","","","","",""
"SKU-1131-2412","1131","2412","ดัชมิลล์คิดส์ 90มล บูลเบอรี่ หีบx12แพค4 (ดัชมิลล์คิดส์ 90มล บูลเบอรี่ หีบx12แพค4)","U00001579","-","U00001579","","","","","","",""
"SKU-1132-2413","1132","2413","ดัชมิลล์คิดส์ 90มล เบอรี่รวม หีบx12แพค4 (ดัชมิลล์คิดส์ 90มล เบอรี่รวม หีบx12แพค4)","U00001580","-","U00001580","","","","","","",""
"SKU-1133-2414","1133","2414","โซฟี ชาร์โคลเฟรชสลิม มีปีก 23 ซม. 4 ชิ้น  แพคx6 (โซฟี ชาร์โคลเฟรชสลิม มีปีก 23 ซม. 4 ชิ้น  แพคx6)","U00001575","8851111198047","U00001575","","","","","","",""
"SKU-1134-2415","1134","2415","โซฟี กระชับ สลิมปีก 4 ชิ้น แพคx12 (โซฟี กระชับ สลิมปีก 4 ชิ้น แพคx12)","U00001565","8851111142293","U00001565","","","","","","",""
"SKU-1134-3463","1134","3463","โซฟี กระชับ สลิมปีก 4 ชิ้น แพคx12 (โซฟี กระชับ สลิมปีก 4 ชิ้น หีบx10แพค12)","U00001565","-","U00001565","","","","","","",""
"SKU-1135-2416","1135","2416","โซฟี กระชับ สลิมปีก 26ซม 4 ชิ้น แพคx6 (โซฟี กระชับ สลิมปีก 26ซม 4 ชิ้น แพคx6)","U00001566","8851111152056","U00001566","","","","","","",""
"SKU-1136-2417","1136","2417","โซฟี กระชับ กลางคืน 35ซม 4 ชิ้น แพคx6 (โซฟี กระชับ กลางคืน 35ซม 4 ชิ้น แพคx6)","U00001567","8851111162239","U00001567","","","","","","",""
"SKU-1137-2418","1137","2418","โซฟี กระชับ กลางคืน 42ซม 4 ชิ้น แพคx6 (โซฟี กระชับ กลางคืน 42ซม 4 ชิ้น แพคx6)","U00001568","-","U00001568","","","","","","",""
"SKU-1138-2419","1138","2419","โซฟี คูลลิ่งเฟรช เนเชอรัลสลิม 23ซม 4 ชิ้น แพคx6 (โซฟี คูลลิ่งเฟรช เนเชอรัลสลิม 23ซม 4 ชิ้น แพคx6)","U00001569","8851111153183","U00001569","","","","","","",""
"SKU-1139-2420","1139","2420","โซฟี คูลลิ่งเฟรช สลิมปีก 23ซม 4 ชิ้น แพคx6 (โซฟี คูลลิ่งเฟรช สลิมปีก 23ซม 4 ชิ้น แพคx6)","U00001570","8851111153091","U00001570","","","","","","",""
"SKU-1140-2421","1140","2421","โซฟี คูลลิ่งเนเชอรัล กลางคืน 29ซม 4 ชิ้น แพคx6 (โซฟี คูลลิ่งเนเชอรัล กลางคืน 29ซม 4 ชิ้น แพคx6)","U00001571","8851111159079","U00001571","","","","","","",""
"SKU-1141-2422","1141","2422","โซฟี คูลลิ่งเฟรช กลางคืน มีปีก 29ซม 4 ชิ้น แพคx6 (โซฟี คูลลิ่งเฟรช กลางคืน มีปีก 29ซม 4 ชิ้น แพคx6)","U00001572","8851111159147","U00001572","","","","","","",""
"SKU-1142-2423","1142","2423","โซฟี คูลลิ่งเฟรช กลางคืน สลิมปีก 29ซม 5 ชิ้น แพคx6 (โซฟี คูลลิ่งเฟรช กลางคืน สลิมปีก 29ซม 5 ชิ้น แพคx6)","U00001573","8851111159024","U00001573","","","","","","",""
"SKU-1143-2424","1143","2424","โซฟี คูลลิ่งเฟรช เอ็กตร้า 25ซม 6แผ่น แพคx6 (โซฟี คูลลิ่งเฟรช เอ็กตร้า 25ซม 6แผ่น แพคx6)","U00001574","8851111158065","U00001574","","","","","","",""
"SKU-1144-2425","1144","2425","ลอรีเอะ ซอฟ&เซฟ กลิ่นกู๊ดลาเวนเดอร์ 30ซม 3ชิ้น (ลอรีเอะ ซอฟ&เซฟ กลิ่นกู๊ดลาเวนเดอร์ 30ซม 3ชิ้น แพคx12)","U00001550","8851818905641","U00001550","","","","","","",""
"SKU-1145-2426","1145","2426","อิงอร สบู่มะขามแท้ 160ก (อิงอร สบู่มะขามแท้ 160ก	แพค4)","U00001582","8858587006876","U00001582","","","","","","",""
"SKU-1145-3854","1145","3854","อิงอร สบู่มะขามแท้ 160ก (อิงอร สบู่มะขามแท้ 160 ก. แพค6)","U00001582","8858587006470","U00001582","","","","","","",""
"SKU-1146-2427","1146","2427","อิงอร สบู่มะขามทองพันชั่ง 160ก แพค4 (อิงอร สบู่มะขามทองพันชั่ง 160ก	แพค4)","U00001583","-","U00001583","","","","","","",""
"SKU-1147-2428","1147","2428","อิงอร สบู่น้ำนมจมูกข้าว  (อิงอร สบู่น้ำนมจมูกข้าว 160ก	แพค4)","U00001584","8858587001734","U00001584","","","","","","",""
"SKU-1147-3855","1147","3855","อิงอร สบู่น้ำนมจมูกข้าว  (อิงอร สบู่น้ำนมจมูกข้าว 160 ก. แพค6)","U00001584","8858587001277","U00001584","","","","","","",""
"SKU-1148-2429","1148","2429","อิงอร สบู่ไข่มุกบัวหิมะ 160ก	 (อิงอร สบู่ไข่มุกบัวหิมะ 160ก	แพค4)","U00001585","8858587006319","U00001585","","","","","","",""
"SKU-1148-3856","1148","3856","อิงอร สบู่ไข่มุกบัวหิมะ 160ก	 (อิงอร สบู่ไข่มุกบัวหิมะ 160 ก. แพค6)","U00001585","8858587006302","U00001585","","","","","","",""
"SKU-1149-2430","1149","2430","อิงอร สบู่น้ำนมแพะ 160ก	แพค4 (อิงอร สบู่น้ำนมแพะ 160ก	แพค4)","U00001586","8858587006531","U00001586","","","","","","",""
"SKU-1150-2431","1150","2431","อิงอร สบู่ไพล 160ก ก้อนกลม (อิงอร สบู่ไพล 160ก	แพค4)","U00001587","8858587001710","U00001587","","","","","","",""
"SKU-1150-3660","1150","3660","อิงอร สบู่ไพล 160ก ก้อนกลม (อิงอร สบู่ไพล 160ก แพค6)","U00001587","8858587001079","U00001587","","","","","","",""
"SKU-1151-2432","1151","2432","อิงอร สบู่ส้มมะละกอ 160ก	 (อิงอร สบู่ส้มมะละกอ 160ก	แพค4)","U00001588","8858587007637","U00001588","","","","","","",""
"SKU-1151-3661","1151","3661","อิงอร สบู่ส้มมะละกอ 160ก	 (อิงอร สบู่ส้มมะละกอ 160ก แพค6)","U00001588","8858587007651","U00001588","","","","","","",""
"SKU-1152-2433","1152","2433","บีไนซ์ ครีมอาบน้ำ สีเขียว ถุงเติม 400 มล 1+1 (บีไนซ์ ครีมอาบน้ำ สีเขียว ถุงเติม 400 มล 1+1)","U00001589","8851989102306","U00001589","","","","","","",""
"SKU-1153-2434","1153","2434","บีไนซ์ ครีมอาบน้ำ สีชมพู ถุงเติม 400 มล 1+1 (บีไนซ์ ครีมอาบน้ำ สีชมพู ถุงเติม 400 มล 1+1)","U00001590","8851989102290","U00001590","","","","","","",""
"SKU-1154-2435","1154","2435","บีไนซ์ ครีมอาบน้ำ สีแดง ถุงเติม 400 มล 1+1 (บีไนซ์ ครีมอาบน้ำ สีแดง ถุงเติม 400 มล 1+1)","U00001591","8851989102313","U00001591","","","","","","",""
"SKU-1155-2436","1155","2436","108 Shop 3000ก 3แจ๋วแจ่ม ผงซักฟอก (108 Shop ผงซักฟอก 3000ก)","U00001592","8850002032866","U00001592","","","","","","",""
"SKU-1155-2437","1155","2437","108 Shop 3000ก 3แจ๋วแจ่ม ผงซักฟอก (108 Shop ผงซักฟอก 3000ก หีบx4)","U00001592","18850002032863","U00001592","","","","","","",""
"SKU-1156-2440","1156","2440","ซุปเปอร์ กาแฟ3in1 17กx25ซอง ออริจินัล (ซุปเปอร์ กาแฟ3in1 17กx25ซอง ออริจินัล)","U00001593","8888240000040","U00001593","","","","","","",""
"SKU-1156-2441","1156","2441","ซุปเปอร์ กาแฟ3in1 17กx25ซอง ออริจินัล (ซุปเปอร์ กาแฟ3in1 17กx25ซอง ออริจินัล หีบx30)","U00001593","18888240000047","U00001593","","","","","","",""
"SKU-1157-2442","1157","2442","ซุปเปอร์ กาแฟ3in1 17กx25ซอง เอสเปรสโซ่ (ซุปเปอร์ กาแฟ3in1 17กx25ซอง เอสเปรสโซ่)","U00001594","8888240052025","U00001594","","","","","","",""
"SKU-1157-2443","1157","2443","ซุปเปอร์ กาแฟ3in1 17กx25ซอง เอสเปรสโซ่ (ซุปเปอร์ กาแฟ3in1 17กx25ซอง เอสเปรสโซ่ หีบx30)","U00001594","18888240052022","U00001594","","","","","","",""
"SKU-1158-2444","1158","2444","ซุปเปอร์ กาแฟ3in1 17กx100ซอง ออริจินัล (ซุปเปอร์ กาแฟ3in1 17กx100ซอง ออริจินัล)","U00001595","8888240000231","U00001595","","","","","","",""
"SKU-1158-2445","1158","2445","ซุปเปอร์ กาแฟ3in1 17กx100ซอง ออริจินัล (ซุปเปอร์ กาแฟ3in1 17กx100ซอง ออริจินัล หีบx10)","U00001595","18888240000238","U00001595","","","","","","",""
"SKU-1159-2446","1159","2446","ซุปเปอร์ กาแฟ3in1 17กx100ซอง เอสเปรสโซ่ (ซุปเปอร์ กาแฟ3in1 17กx100ซอง เอสเปรสโซ่)","U00001596","8888240052698","U00001596","","","","","","",""
"SKU-1159-2447","1159","2447","ซุปเปอร์ กาแฟ3in1 17กx100ซอง เอสเปรสโซ่ (ซุปเปอร์ กาแฟ3in1 17กx100ซอง เอสเปรสโซ่ หีบx10)","U00001596","18888240052695","U00001596","","","","","","",""
"SKU-1160-2448","1160","2448","ตราช้อนฟ้า น้ำตาลทรายขาวบริสุทธิ์ 1 กก	 (ตราช้อนฟ้า น้ำตาลทรายขาวบริสุทธิ์ 1 กก)","U00001597","8850725111015","U00001597","","","","","","",""
"SKU-1160-2449","1160","2449","ตราช้อนฟ้า น้ำตาลทรายขาวบริสุทธิ์ 1 กก	 (ตราช้อนฟ้า น้ำตาลทรายขาวบริสุทธิ์ 1 กก	กระสอบx25)","U00001597","8850725111053","U00001597","","","","","","",""
"SKU-1161-2450","1161","2450","มาม่า กล่อง40ซอง รสต้มยำกุ้ง 55 ก.  (มาม่า บะหมี่กึ่งสําเร็จรูป รสต้มยำกุ้ง 55 ก. กล่อง40ซอง)","U00001599","-","U00001599","","","","","","",""
"SKU-1162-2451","1162","2451","คอลเกต ยาสีฟัน 100ก เกลือสมุนไพร (คอลเกต ยาสีฟัน 100ก เกลือสมุนไพร แพค6)","U00001600","8850006936610","U00001600","","","","","","",""
"SKU-1163-2452","1163","2452","คอลเกต ยาสีฟัน 100ก เกลือ ใบฝรั่ง (คอลเกต ยาสีฟัน 100ก เกลือ ใบฝรั่ง แพค6)","U00001601","-","U00001601","","","","","","",""
"SKU-1164-2453","1164","2453","รวยเพื่อน ข้าวเกรียบกุ้ง 17ก (รวยเพื่อน ข้าวเกรียบกุ้ง 17ก แพค12)","U00001598","-","U00001598","","","","","","",""
"SKU-1164-2454","1164","2454","รวยเพื่อน ข้าวเกรียบกุ้ง 17ก (รวยเพื่อน ข้าวเกรียบกุ้ง 17ก	หีบx10แพค12)","U00001598","-","U00001598","","","","","","",""
"SKU-1165-2455","1165","2455","แม่บุญล้ำ น้ำปลาร้า ฝาเหลือง 400มล  (แม่บุญล้ำ น้ำปลาร้า ฝาเหลือง 400มล แพค12)","U00001606","8858981501335","U00001606","","","","","","",""
"SKU-1166-2456","1166","2456","แม่บุญล้ำ น้ำปลาร้า 2000มล ฝาแดง (แม่บุญล้ำ น้ำปลาร้า 2000มล ฝาแดง)","U00001607","8858981501243","U00001607","","","","","","",""
"SKU-1166-2457","1166","2457","แม่บุญล้ำ น้ำปลาร้า 2000มล ฝาแดง (แม่บุญล้ำ น้ำปลาร้า 2000มล ฝาแดง หีบx6)","U00001607","8858981501250","U00001607","","","","","","",""
"SKU-1167-2459","1167","2459","ไฮยีน เอ็กเพิร์ทแคร์ 20มล แองเจิลเรด แดง (ไฮยีน เอ็กเพิร์ทแคร์ 20มล แองเจิลบลูม แดง แพค24 )","U00001602","8850092291419","U00001602","","","","","","",""
"SKU-1167-2505","1167","2505","ไฮยีน เอ็กเพิร์ทแคร์ 20มล แองเจิลเรด แดง (ไฮยีน เอ็กเพิร์ทแคร์ 20มล แองเจิลบลูม แดง หีบx15แพค24)","U00001602","18850092291416","U00001602","","","","","","",""
"SKU-1168-2460","1168","2460","ไฮยีน เอ็กเพิร์ทแคร์ 20มล ฟอเอฟเวอร์บลูม ชมพู	 (ไฮยีน เอ็กเพิร์ทแคร์ 20มล ฟอเอฟเวอร์บลูม ชมพู	แพคx24)","U00001603","8850092313036","U00001603","","","","","","",""
"SKU-1168-2504","1168","2504","ไฮยีน เอ็กเพิร์ทแคร์ 20มล ฟอเอฟเวอร์บลูม ชมพู	 (ไฮยีน เอ็กเพิร์ทแคร์ 20มล ฟอเอฟเวอร์บลูม ชมพู หีบx15แพค24)","U00001603","18850092313033","U00001603","","","","","","",""
"SKU-1169-2461","1169","2461","ไฮยีน ปรับผ้านุ่ม 110มล ดรีมมี่ฮัก ม่วง (ไฮยีน ปรับผ้านุ่ม 110มล ดรีมมี่ฮัก ม่วง แพค3)","U00001604","8850092288662","U00001604","","","","","","",""
"SKU-1169-2502","1169","2502","ไฮยีน ปรับผ้านุ่ม 110มล ดรีมมี่ฮัก ม่วง (ไฮยีน ปรับผ้านุ่ม 110มล ดรีมมี่ฮัก ม่วง แพค3)","U00001604","48850092288660","U00001604","","","","","","",""
"SKU-1170-2462","1170","2462","ไฮยีน ปรับผ้านุ่ม 110มล มอร์นิ่งฮัก ฟ้า (ไฮยีน ปรับผ้านุ่ม 110มล มอร์นิ่งฮัก ฟ้า แพค3)","U00001605","8850092288167","U00001605","","","","","","",""
"SKU-1170-2501","1170","2501","ไฮยีน ปรับผ้านุ่ม 110มล มอร์นิ่งฮัก ฟ้า (ไฮยีน ปรับผ้านุ่ม 110มล มอร์นิ่งฮัก ฟ้า แพค3)","U00001605","48850092288165","U00001605","","","","","","",""
"SKU-1171-2463","1171","2463","ไฮยีน ปรับผ้านุ่ม 110มล เรนโบว์บลูม พีช (ไฮยีน ปรับผ้านุ่ม 110มล เรนโบว์บลูม พีช แพค3)","U00001608","8850092279776","U00001608","","","","","","",""
"SKU-1171-2500","1171","2500","ไฮยีน ปรับผ้านุ่ม 110มล เรนโบว์บลูม พีช (ไฮยีน ปรับผ้านุ่ม 110มล เรนโบว์บลูม พีช แพค3)","U00001608","48850092279774","U00001608","","","","","","",""
"SKU-1172-2464","1172","2464","มาม่าคัพ 63 ก. รสซีฟู้ดขี้เมาแห้ง  (มาม่าคัพ 63 ก. รสซีฟู้ดขี้เมาแห้ง แพค6)","U00001609","-","U00001609","","","","","","",""
"SKU-1173-2465","1173","2465","คอลเกต แปรงสีฟัน เอ็กซตร้าคลีนขนนุ่ม (คอลเกต แปรงสีฟัน เอ็กซตร้าคลีนขนนุ่ม แพค6)","U00001617","-","U00001617","","","","","","",""
"SKU-1174-2466","1174","2466","คอลเกต แปรงสีฟัน กัมคลีน ชาร์โคล (คอลเกต แปรงสีฟัน กัมคลีน ชาร์โคล แพค6)","U00001618","8850006933626","U00001618","","","","","","",""
"SKU-1175-2467","1175","2467","คอลเกต แปรงสีฟัน เอ็กซตร้าคลีน  	แพค12 (คอลเกต แปรงสีฟัน เอ็กซตร้าคลีน  	แพค12)","U00001619","8850006952818","U00001619","","","","","","",""
"SKU-1176-2468","1176","2468","ดาร์ลี่ ยาสีฟัน ดับเบิ้ลแอ็คชั่น 35ก (ดาร์ลี่ ยาสีฟัน ดับเบิ้ลแอ็คชั่น 35ก แพค12)","U00001620","8851228000288","U00001620","","","","","","",""
"SKU-1177-2469","1177","2469","ดาร์ลี่ ยาสีฟัน สูตรเกลือสมุนไพรเฟรช 35ก (ดาร์ลี่ ยาสีฟัน สูตรเกลือสมุนไพรเฟรช 35ก แพค12)","U0001621","-","U0001621","","","","","","",""
"SKU-1178-2471","1178","2471","บีไนซ์ ครีมอาบน้ำ บิวตี้ฟูล ชมพู 80มล	แพค6 (บีไนซ์ ครีมอาบน้ำ บิวตี้ฟูล ชมพู 80มล	แพค6)","U00001610","98851989080188","U00001610","","","","","","",""
"SKU-1179-2472","1179","2472","บีไนซ์  ครีมอาบน้ำ เซลลูไลท์ แดง 80มล	แพค6 (บีไนซ์  ครีมอาบน้ำ เชอร์รี่เบอร์รี่ แดง 80มล แพค6)","U00001611","98851989080409","U00001611","","","","","","",""
"SKU-1180-2473","1180","2473","บีไนซ์ ครีมอาบน้ำ เซลลูไลท์ เขียว 80มล	แพค6 (บีไนซ์ ครีมอาบน้ำ เซลลูไลท์ เขียว 80มล	แพค6)","U00001612","98851989080027","U00001612","","","","","","",""
"SKU-1181-2474","1181","2474","บีไนซ์ ครีมอาบน้ำ มิสทีคไวท์ ขาวชมพู 80มล	แพค6 (บีไนซ์ ครีมอาบน้ำ มิสทีคไวท์ ขาวชมพู 90มล	แพค6)","U00001613","98851989081161","U00001613","","","","","","",""
"SKU-1182-2475","1182","2475","ไฮยีน เอ็กเพิร์ทแคร์ 20มล บลูมมิ่งทัช ชมพู	แพคx24 (ไฮยีน เอ็กเพิร์ทแคร์ 20มล บลูมมิ่งทัช ชมพู แพคx24)","U00001614","8850092281106","U00001614","","","","","","",""
"SKU-1182-2503","1182","2503","ไฮยีน เอ็กเพิร์ทแคร์ 20มล บลูมมิ่งทัช ชมพู	แพคx24 (ไฮยีน เอ็กเพิร์ทแคร์ 20มล บลูมมิ่งทัช ชมพู	หีบx15แพค24)","U00001614","18850092281103","U00001614","","","","","","",""
"SKU-1183-2476","1183","2476","เอ็ม-150 เครื่องดื่มชูกำลัง ฝาเหลือง 150มล (เอ็ม-150 เครื่องดื่มชูกำลัง ฝาเหลือง 150มล แพค10)","U00001615","8851123241281","U00001615","","","","","","",""
"SKU-1183-2477","1183","2477","เอ็ม-150 เครื่องดื่มชูกำลัง ฝาเหลือง 150มล (เอ็ม-150 เครื่องดื่มชูกำลัง ฝาเหลือง 150มล	หีบx5แพค10)","U00001615","8851123241298","U00001615","","","","","","",""
"SKU-1184-2478","1184","2478","เอ็ม-150 เครื่องดื่มชูกำลัง กลิ่นน้ำผึ้ง  150มล (เอ็ม-150 เครื่องดื่มชูกำลัง น้ำผึ้ง  150มล	แพค10)","U00001616","8851123240765","U00001616","","","","","","",""
"SKU-1184-2479","1184","2479","เอ็ม-150 เครื่องดื่มชูกำลัง กลิ่นน้ำผึ้ง  150มล (เอ็ม-150 เครื่องดื่มชูกำลัง น้ำผึ้ง 150มล	หีบx5แพค10)","U00001616","8851123240772","U00001616","","","","","","",""
"SKU-1185-2480","1185","2480","เลย์สแต็คส์ มันฝรั่งแท้ ซอง 35 ก (เลย์สแต็คส์ มันฝรั่งแท้ ซอง 35 ก แพค4)","U00001622","-","U00001622","","","","","","",""
"SKU-1186-2481","1186","2481","ดีนี่ ปรับผ้านุ่มเด็ก 530 มล ชมพู P3+1 (ดีนี่ ปรับผ้านุ่มเด็ก 530 มล ชมพู P3+1)","U00001623","8851989963174","U00001623","","","","","","",""
"SKU-1187-2482","1187","2482","ดีนี่ ปรับผ้านุ่มเด็ก 530 มล ม่วง P3+1 (ดีนี่ ปรับผ้านุ่มเด็ก 530 มล ม่วง P3+1)","U00001624","8851989963822","U00001624","","","","","","",""
"SKU-1188-2483","1188","2483","ดีนี่ ปรับผ้านุ่มเด็ก 530 มล เขียว P3+1 (ดีนี่ ปรับผ้านุ่มเด็ก 530 มล เขียว P3+1)","U00001625","8851989964027","U00001625","","","","","","",""
"SKU-1189-2484","1189","2484","ดีนี่ ปรับผ้านุ่มเด็ก 530 มล ฟ้า P3+1 (ดีนี่ ปรับผ้านุ่มเด็ก 530 มล ฟ้า P3+1)","U00001626","8851989965093","U00001626","","","","","","",""
"SKU-1190-2485","1190","2485","ดีนี่ ปรับผ้านุ่มเด็ก 530 มล ออลเวย์ ชมพูเข้ม P3+1 (ดีนี่ ปรับผ้านุ่มเด็ก 530 มล ออลเวย์ ชมพูเข้ม P3+1)","U00001627","8851989966618","U00001627","","","","","","",""
"SKU-1191-2486","1191","2486","เภสัช บอดี้โลชั่น 150มล ไวท์เทนนิ่ง +วิตามินE ชมพู (เภสัช บอดี้โลชั่น 150มล ไวท์เทนนิ่ง +วิตามินE ชมพู แพค6)","U00001628","8850233880380","U00001628","","","","","","",""
"SKU-1192-2487","1192","2487","เภสัช บอดี้โลชั่น 150มล ไวท์เทนนิ่ง ปกป้อง 24ชม ฟ้า (เภสัช บอดี้โลชั่น 150มล ไวท์เทนนิ่ง ปกป้อง 24ชม ฟ้า แพค6)","U00001629","8850233880038","U00001629","","","","","","",""
"SKU-1193-2488","1193","2488","เภสัช บอดี้โลชั่น 150มล ไวท์เทนนิ่ง คอลลาเจน ชมพูอ่อน (เภสัช บอดี้โลชั่น 150มล ไวท์เทนนิ่ง คอลลาเจน ชมพูอ่อน แพค6)","U00001630","-","U00001630","","","","","","",""
"SKU-1194-2489","1194","2489","เภสัช บอดี้โลชั่น 150มล เอ็กซตร้าไวท์ +อาร์บูติน,B3 เขียว (เภสัช บอดี้โลชั่น 150มล เอ็กซตร้าไวท์ +อาร์บูติน,B3 เขียว แพค6)","U00001631","-","U00001631","","","","","","",""
"SKU-1195-2490","1195","2490","ดอกบัวคู่ ยาสีฟัน 40 ก (ดอกบัวคู่ ยาสีฟัน 40 ก แพค12)","U00001632","-","U00001632","","","","","","",""
"SKU-1196-2491","1196","2491","ยิลเลตต์ มีดโกน ซูเปอร์ธิน x12 (ยิลเลตต์ มีดโกน ซูเปอร์ธิน x12	)","U00001633","4902430804875","U00001633","","","","","","",""
"SKU-1197-2492","1197","2492","ยิลเลตต์ ใบมีด บลู2 เฟล็กซี่ x12 (ยิลเลตต์ ใบมีด บลู2 เฟล็กซี่ x12)","U00001634","4987176108784","U00001634","","","","","","",""
"SKU-1198-2493","1198","2493","ยิลเลตต์ โฟมโกนหนวด 175ก กลิ่นมะนาว (ยิลเลตต์ โฟมโกนหนวด 175ก กลิ่นมะนาว)","U00001635","47400245105","U00001635","","","","","","",""
"SKU-1199-2494","1199","2494","ซิลค์ กระดาษเช็ดปาก 50แผ่น (ซิลค์ กระดาษเช็ดปาก 50แผ่น แพค30)","U00001636","8850046325733","U00001636","","","","","","",""
"SKU-1200-2495","1200","2495","บีไนซ์ ครีมอาบน้ำ 400มล บิวตี้ฟูลไวท์ ชมพู 1+1 (บีไนซ์ ครีมอาบน้ำ 400มล บิวตี้ฟูลไวท์ ชมพู 1+1)","U00001637","8851989081762","U00001637","","","","","","",""
